EMMONSPALACE,BROOKLYN,11235,American,Critical,11,A
GOLDENCHINAPAVILION,BRONX,10461,Chinese,Not Critical,12,A
BARBACON,MANHATTAN,10019,American,Not Critical,9,A
SINGHINGRESTAURANT,BROOKLYN,11211,Chinese,Critical,15,B
KUNGFUJAPANESECHINESERESTAURANT,BROOKLYN,11214,Asian,Not Critical,11,A
THEIRISHPUB,MANHATTAN,10019,Irish,Critical,5,A
CAFEB'WAY46,MANHATTAN,10036,American,Critical,20,B
NEWHARDEECHINESERESTAURANT,BROOKLYN,11237,Chinese,Not Critical,10,A
DPRESTAURANTCOCKTAIL,BROOKLYN,11203,Caribbean,Not Critical,5,A
DELMONICOGOURMET,MANHATTAN,10017,American,Critical,26,B
IKEA,BROOKLYN,11231,American,Critical,12,A
BLUEGRAYINN,STATEN ISLAND,10310,American,Not Critical,3,A
SUSHIYASU,QUEENS,11375,Japanese,Critical,27,Z
ELPOTREROSPORTBAR,QUEENS,11104,Latin,Critical,11,A
PEET'SCOFFEETEA/JETBOX,QUEENS,11430,American,Critical,10,A
PUEBLARESTAURANT,QUEENS,11377,Mexican,Not Critical,9,A
LAGRANNAGUABAKERY,BROOKLYN,11207,Bakery,Critical,12,A
KELLY'S,MANHATTAN,10009,Irish,Critical,17,B
ASANFUZHOURESTAURANT,MANHATTAN,10002,Chinese,Critical,43,B
THAIWOK,MANHATTAN,10029,Thai,Not Critical,18,B
SANTAMBROEUSCAFEATSOTHEBY'S,MANHATTAN,10021,American,Critical,9,A
LJUBO'SPIZZERIA,BRONX,10461,Pizza/Italian,Not Critical,2,A
VINATERIA,MANHATTAN,10026,American,Not Critical,10,A
TUNGTHONGTHAIRESTAURANT,MANHATTAN,10032,Thai,Not Critical,10,A
"DUNKIN'DONUTS,BASKINROBBINS",MANHATTAN,10016,Donuts,Not Critical,2,A
DISTRIBUIDORASANMARCOS,BRONX,10459,Mexican,Critical,7,A
TENJINXEINGBEINGRESTAURANT,QUEENS,11355,Chinese,Not Critical,36,Z
HERBALIFE,BROOKLYN,11220,"Juice, Smoothies, Fruit Salads",Not Critical,2,A
GOLDENSTAR,STATEN ISLAND,10305,Chinese,Critical,12,A
JAXINNDINER,QUEENS,11372,American,Critical,17,B
THEWREN,MANHATTAN,10012,American,Critical,12,A
THEBONNIE,QUEENS,11105,American,Not Critical,10,A
VARRIO408,BROOKLYN,11215,Mexican,Critical,38,C
AURORASOHO,MANHATTAN,10013,Italian,Not Critical,7,A
DUNKIN'DONUTS,BRONX,10467,Donuts,Not Critical,7,A
TOM'SRESTAURANT,MANHATTAN,10025,American,Not Critical,7,A
HUAJIPORKCHOPFASTFOOD,MANHATTAN,10002,Chinese,Critical,25,B
NEWPARKPIZZERIARESTAURANT,QUEENS,11414,Pizza/Italian,Not Critical,9,A
HONGBAORESTAURANT,BROOKLYN,11220,Chinese,Critical,13,A
IHOP,QUEENS,11372,Pancakes/Waffles,Critical,13,A
DIVINEBARGRILL,BROOKLYN,11206,American,Critical,7,A
ENID'S,BROOKLYN,11222,Soul Food,Not Critical,7,A
THEAUSTRALIAN,MANHATTAN,10018,Australian,Critical,13,A
LegendsBarRestaurant,BRONX,10472,Spanish,Not Critical,11,A
MARKTCAFERESTAURANT,MANHATTAN,10010,American,Critical,9,A
DANANDJOHNSWINGS,MANHATTAN,10003,American,Critical,7,A
TACOBELL,QUEENS,11377,American,Critical,9,A
HALLALSANDWICHSHOP,QUEENS,11103,Sandwiches,Not Critical,7,A
FOOONCHINESERESTAURANT,QUEENS,11432,Chinese,Critical,12,A
SPICYVILLAGE,MANHATTAN,10002,Chinese,Not Critical,12,A
DANICOOFMULBERRY,STATEN ISLAND,10307,Italian,Not Critical,12,A
APOTHEKE/CHEMIST,MANHATTAN,10013,American,Not Critical,16,B
OSTERIAALDODGE,MANHATTAN,10036,Italian,Critical,12,A
ZORALIERESTAURANT,MANHATTAN,10019,Latin,Critical,13,A
ROCCACAFELOUNGE,BROOKLYN,11235,Mediterranean,Critical,11,A
POULETTE,MANHATTAN,10024,Chicken,Critical,13,A
CITYSUBS,BROOKLYN,11217,Sandwiches,Critical,12,A
KENNEDYFRIEDCHICKEN,BRONX,10467,Chicken,Not Critical,7,A
SUBWAY,BROOKLYN,11232,Sandwiches/Salads/Mixed Buffet,Critical,10,A
HOTELCARLYLE,MANHATTAN,10021,American,Critical,23,B
METROPIZZA,STATEN ISLAND,10310,Pizza/Italian,Not Critical,13,A
WALLABOUTBAYSEAFOODRESTAURANTBAR,BROOKLYN,11205,Seafood,Critical,12,A
VERACRUZ,BROOKLYN,11211,Mexican,Critical,26,B
MCKENNA'SPUB,MANHATTAN,10011,American,Not Critical,10,A
THEKITCHENSINK,MANHATTAN,10003,American,Critical,9,A
WILLIAMBARNACLE,MANHATTAN,10003,American,Critical,7,A
LUIGI'SPIZZERIA,BROOKLYN,11215,Pizza/Italian,Critical,8,A
TARALLUCCIEVINO,MANHATTAN,10003,Italian,Not Critical,10,A
FORTUNEBAKERY,BROOKLYN,11220,Chinese,Not Critical,13,A
NEWANDY'SDELI,MANHATTAN,10003,Delicatessen,Critical,12,A
CASANOVA,STATEN ISLAND,10314,Italian,Not Critical,12,A
PYRAMIDCOFFEECOMPANY,MANHATTAN,10021,Cafe,Not Critical,2,A
"DUNKIN'DONUTS,BASKINROBBINS",QUEENS,11354,American,Not Critical,21,B
Banhmigos,BROOKLYN,11238,Vietnamese/Cambodian/Malaysia,Critical,12,A
ILPOETA,QUEENS,11375,Italian,Critical,12,A
DUNKIN'DONUTS,STATEN ISLAND,10314,American,Not Critical,2,A
STEAKANDHOAGIES,MANHATTAN,10029,Chinese,Critical,18,B
THETRIPLECROWN,MANHATTAN,10001,Irish,Critical,10,A
HALALCOFFEESHOPRESTAURANT,BRONX,10456,African,Not Critical,3,P
THEBASHICHANNEL,BROOKLYN,11218,Asian,Critical,12,A
LACARAFE,MANHATTAN,10036,French,Not Critical,11,A
LOCKSMITHWINEBURGERBAR,MANHATTAN,10040,American,Critical,10,A
SARABETH'S,MANHATTAN,10013,American,Critical,13,A
PHOVIET-NAMRESTAURANT,BROOKLYN,11229,Vietnamese/Cambodian/Malaysia,Critical,27,B
BUSSTOPDINER,MANHATTAN,10031,American,Critical,9,A
BENARESINDIANFOOD,MANHATTAN,10019,Indian,Not Critical,13,A
THELEOPARDATDESARTISTES,MANHATTAN,10023,Italian,Not Critical,13,A
FRESHCO,MANHATTAN,10003,Sandwiches/Salads/Mixed Buffet,Critical,11,A
MICKEYSPILLANE'SHELL'SKITCHENNYC,MANHATTAN,10019,American,Critical,9,A
BCDTOFUHOUSE,MANHATTAN,10001,Korean,Critical,22,B
LACASADELPOLLORESTAURANT,QUEENS,11372,Chicken,Critical,13,A
MAMAEATERY,MANHATTAN,10013,American,Critical,13,A
ELUDZLOUNGE,BROOKLYN,11234,Caribbean,Critical,54,C
ANNEX,BROOKLYN,11217,American,Critical,25,B
ABITINO'SPIZZA,MANHATTAN,10022,Pizza,Critical,12,A
LACABANASALVADORENA,BRONX,10468,Latin,Critical,26,B
BEACONTHEATRE,MANHATTAN,10023,American,Not Critical,2,A
HELL'SKITCHEN,MANHATTAN,10019,Mexican,Critical,12,A
POPEYESLOUISIANAKITCHEN,BROOKLYN,11225,Chicken,Critical,5,A
CLAUDIA'SCOFFEESHOP,MANHATTAN,10004,Cafe,Critical,10,A
SAKURAKAI,QUEENS,11105,Japanese,Critical,9,A
JIMBOSHAMBURGER,MANHATTAN,10034,Hamburgers,Not Critical,8,A
BAGELS'NMORE,BROOKLYN,11219,Bagels/Pretzels,Critical,13,A
AMCTHEATRES,MANHATTAN,10016,American,Critical,13,A
LOSPOLLITOSIII,BROOKLYN,11205,Mexican,Not Critical,12,A
BK9,BROOKLYN,11217,Caribbean,Critical,8,A
THINKSWEETCAFE,BROOKLYN,11223,Jewish/Kosher,Critical,12,A
BCo.,MANHATTAN,10007,Sandwiches/Salads/Mixed Buffet,Critical,12,A
LORNASAMERICANCARRIBEANRESTAURANT,QUEENS,11434,Caribbean,Critical,11,A
2IN1RESTAURANT,BROOKLYN,11234,Chinese,Not Critical,13,A
LINSCHINAGARDEN,BROOKLYN,11205,Chinese,Critical,8,A
LAGUARDIACOURTYARDHOTELBYMARRIOTT,QUEENS,11369,American,Not Critical,10,A
BURGERHEAVEN,MANHATTAN,10065,Hamburgers,Not Critical,12,A
CARVELICECREAM,QUEENS,11416,"Ice Cream, Gelato, Yogurt, Ices",Not Critical,18,B
MAJESTICPIZZA,MANHATTAN,10007,Pizza/Italian,Critical,13,A
EXPRESSBROOKLUNCHRESTAURANT,BRONX,10454,Spanish,Critical,44,C
KABIR'SBAKERY,BROOKLYN,11230,Bakery,Not Critical,9,A
KOREANLOUNGE,QUEENS,11430,Korean,Not Critical,5,A
BAGELTREE,MANHATTAN,10035,Bagels/Pretzels,Critical,11,A
INDIEFOODANDWINE,MANHATTAN,10023,American,Critical,11,A
BEACHSTREETEATERY,MANHATTAN,10013,American,Critical,60,C
KENNEDYFRIEDCHICKEN,BRONX,10462,Chicken,Critical,13,A
KILOBRAVO,BROOKLYN,11211,American,Critical,11,A
KENNEDYFRIEDCHICKEN,MANHATTAN,10035,Chicken,Not Critical,9,A
GOZENRESTAURANT,MANHATTAN,10012,Asian,Not Critical,9,A
RICURASECUADORIANBAKERY,BRONX,10472,Spanish,Critical,12,A
NEWDRAGONSEACHINESERESTAURANT,BRONX,10458,Chinese,Critical,22,B
EMERALDPUB,QUEENS,11365,American,Not Critical,12,A
LANUEVACOCINARESTAURANT,BRONX,10468,Latin,Critical,34,C
3GUYSRESTURANT,MANHATTAN,10128,American,Critical,11,A
ANOTHEROOM,MANHATTAN,10013,American,Critical,10,A
HOTCHIX,BROOKLYN,11201,Chicken,Not Critical,13,A
GLAZETERIYAKIGRILL,MANHATTAN,10022,Asian,Not Critical,11,A
HAMPTONINN-MANHATTANTIMESSQUARESOUTH,MANHATTAN,10018,American,Critical,7,A
DUNKIN'DONUTS,MANHATTAN,10011,Donuts,Not Critical,5,A
HINOMARURAMEN,QUEENS,11105,Japanese,Critical,12,A
AJISAIJAPANESERESTAURANT,MANHATTAN,10036,Japanese,Not Critical,13,A
VIVAFELIZ365(Herbalife),QUEENS,11372,"Juice, Smoothies, Fruit Salads",Critical,11,A
CHIPOTLEMEXICANGRILL,BROOKLYN,11201,Mexican,Not Critical,8,A
